Temperature,Rainfall,Humidity,Pressure,RainToday,RainTomorrow
10.1,0,5.05,2.525,No,0
9.2,0.2,4.7,2.45,No,0
7.95,0.2,4.075,2.1375,No,0
9.65,0,4.825,2.4125,No,1
8.05,1.4,4.725,3.0625,Yes,1
7.85,2.6,5.225,3.9125,Yes,0
10,0,5,2.5,No,1
7.9,3.6,5.75,4.675,Yes,0
6.05,0,3.025,1.5125,No,0
7.55,1.8,4.675,3.2375,Yes,1
7.65,1.2,4.425,2.8125,Yes,1
7.6,0,3.8,1.9,No,0
6.7,0,3.35,1.675,No,0
6.45,0,3.225,1.6125,No,1
7.65,5.8,6.725,6.2625,Yes,1
11.9,2,6.95,4.475,Yes,0
10.55,0.6,5.575,3.0875,No,0
10.5,0,5.25,2.625,No,0
11.4,0,5.7,2.85,No,1
14.1,1.2,7.65,4.425,Yes,0
12.4,0,6.2,3.1,No,1
6.15,16.8,11.475,14.1375,Yes,1
6,2.6,4.3,3.45,Yes,0
5.9,0,2.95,1.475,No,0
8.5,0,4.25,2.125,No,0
9.45,0,4.725,2.3625,No,0
11.6,0,5.8,2.9,No,0
10.25,0,5.125,2.5625,No,0
9.6,2,5.8,3.9,Yes,0
5.75,0,2.875,1.4375,No,0
6.45,0,3.225,1.6125,No,0
6.75,0,3.375,1.6875,No,0
7.65,0.2,3.925,2.0625,No,0
10.3,0,5.15,2.575,No,0
7.45,0,3.725,1.8625,No,0
7.95,0,3.975,1.9875,No,0
10.75,0,5.375,2.6875,No,0
6.45,0,3.225,1.6125,No,0
11.9,0,5.95,2.975,No,0
13.45,0,6.725,3.3625,No,0
10.1,0,5.05,2.525,No,0
12.15,0,6.075,3.0375,No,0
13.25,0,6.625,3.3125,No,0
13.55,0,6.775,3.3875,No,0
12.7,3,7.85,5.425,Yes,1
8.8,2.4,5.6,4,Yes,0
6.6,0.2,3.4,1.8,No,0
10.2,0,5.1,2.55,No,0
11.45,0,5.725,2.8625,No,0
14,0,7,3.5,No,0
15.5,0,7.75,3.875,No,1
11.9,0.2,6.05,3.125,No,0
13.5,0.4,6.95,3.675,No,0
12,0,6,3,No,0
13.9,0,6.95,3.475,No,0
13.35,0.2,6.775,3.4875,No,0
10.35,0,5.175,2.5875,No,0
9.6,0.2,4.9,2.55,No,0
9.9,0,4.95,2.475,No,0
11.4,0,5.7,2.85,No,0
14.45,0,7.225,3.6125,No,0
17.6,0,8.8,4.4,No,0
15.65,0.4,8.025,4.2125,No,1
14.4,5.2,9.8,7.5,Yes,0
12.75,0.4,6.575,3.4875,No,0
17,0.4,8.7,4.55,No,0
23.25,0,11.625,5.8125,No,0
15.5,0,7.75,3.875,No,0
14.85,0,7.425,3.7125,No,0
12,0,6,3,No,0
12.25,0,6.125,3.0625,No,0
18.8,0,9.4,4.7,No,0
15.7,0,7.85,3.925,No,0
12.95,0.2,6.575,3.3875,No,0
14.75,0,7.375,3.6875,No,0
20.15,0,10.075,5.0375,No,0
18.3,0,9.15,4.575,No,0
15.95,0,7.975,3.9875,No,0
9.75,0,4.875,2.4375,No,0
11.6,0,5.8,2.9,No,0
12.1,0.6,6.35,3.475,No,0
20.6,0,10.3,5.15,No,0
24.45,0,12.225,6.1125,No,0
17.8,0,8.9,4.45,No,0
21.15,0,10.575,5.2875,No,0
26,0,13,6.5,No,0
21.3,0,10.65,5.325,No,0
20.65,0,10.325,5.1625,No,0
19.55,0,9.775,4.8875,No,0
16.7,4.6,10.65,7.625,Yes,0
14.8,0.2,7.5,3.85,No,0
16.35,0,8.175,4.0875,No,0
14.6,1,7.8,4.4,No,0
12.25,0,6.125,3.0625,No,0
16.15,0,8.075,4.0375,No,0
15.9,0,7.95,3.975,No,0
23.35,0,11.675,5.8375,No,0
16.55,0,8.275,4.1375,No,0
15.8,0,7.9,3.95,No,0
16.25,0,8.125,4.0625,No,0
21.8,0,10.9,5.45,No,0
26.3,0,13.15,6.575,No,0
20.7,0,10.35,5.175,No,0
16.5,0,8.25,4.125,No,1
15.65,0,7.825,3.9125,No,0
14.9,0,7.45,3.725,No,0
22.3,0,11.15,5.575,No,1
19.35,1.2,10.275,5.7375,Yes,0
19.85,0,9.925,4.9625,No,0
15.3,0,7.65,3.825,No,0
15.05,0,7.525,3.7625,No,0
17.45,0,8.725,4.3625,No,0
18.75,0,9.375,4.6875,No,0
22.1,0,11.05,5.525,No,0
30.1,0,15.05,7.525,No,0
25.85,0,12.925,6.4625,No,1
22.55,9.6,16.075,12.8375,Yes,0
19.05,0,9.525,4.7625,No,0
19.85,0,9.925,4.9625,No,0
20.3,0,10.15,5.075,No,0
25.15,0,12.575,6.2875,No,0
24.4,0.2,12.3,6.25,No,0
22.2,0,11.1,5.55,No,0
15.85,0,7.925,3.9625,No,0
16.7,0,8.35,4.175,No,0
16.35,0,8.175,4.0875,No,0
19.45,0,9.725,4.8625,No,0
25.8,0,12.9,6.45,No,0
25.7,0,12.85,6.425,No,0
21.05,0.2,10.625,5.4125,No,0
17.4,0,8.7,4.35,No,0
15.3,0,7.65,3.825,No,0
21.35,0,10.675,5.3375,No,0
18.3,0,9.15,4.575,No,0
18.5,0.4,9.45,4.925,No,0
18,0,9,4.5,No,0
21.55,0,10.775,5.3875,No,0
30.7,0,15.35,7.675,No,0
24,0.4,12.2,6.3,No,0
23.6,0,11.8,5.9,No,0
26.7,0,13.35,6.675,No,0
19.95,7,13.475,10.2375,Yes,1
16.3,23.6,19.95,21.775,Yes,0
21.45,0.2,10.825,5.5125,No,0
25.1,0,12.55,6.275,No,1
22.8,30.8,26.8,28.8,Yes,0
18.6,0,9.3,4.65,No,0
20.05,0,10.025,5.0125,No,0
18.05,0,9.025,4.5125,No,0
21.05,0,10.525,5.2625,No,0
24.35,0,12.175,6.0875,No,0
22.5,0,11.25,5.625,No,0
19.6,0,9.8,4.9,No,0
17,0,8.5,4.25,No,0
17.4,0,8.7,4.35,No,0
18.65,0,9.325,4.6625,No,0
19,0,9.5,4.75,No,0
18.75,0,9.375,4.6875,No,0
17.75,0,8.875,4.4375,No,0
20.45,0,10.225,5.1125,No,0
29.5,0,14.75,7.375,No,1
23,7.4,15.2,11.3,Yes,0
25.95,0,12.975,6.4875,No,0
27.6,3.6,15.6,9.6,Yes,0
31.15,0,15.575,7.7875,No,0
21.1,0,10.55,5.275,No,0
20.55,0,10.275,5.1375,No,0
25,0,12.5,6.25,No,0
18.8,0,9.4,4.7,No,0
21.5,0,10.75,5.375,No,0
18.55,1.4,9.975,5.6875,Yes,0
20.3,0,10.15,5.075,No,0
16.7,0,8.35,4.175,No,0
16.5,0,8.25,4.125,No,0
16.75,0.2,8.475,4.3375,No,0
18.7,0,9.35,4.675,No,0
18.2,0,9.1,4.55,No,0
19.35,0,9.675,4.8375,No,0
17.55,0,8.775,4.3875,No,0
15.55,0,7.775,3.8875,No,0
19.3,0,9.65,4.825,No,0
17.15,0,8.575,4.2875,No,0
22.3,0,11.15,5.575,No,0
16.15,0,8.075,4.0375,No,0
14.85,0,7.425,3.7125,No,0
19.2,0,9.6,4.8,No,0
12.85,0,6.425,3.2125,No,0
13.15,0,6.575,3.2875,No,1
11.9,1.2,6.55,3.875,Yes,0
12.95,0,6.475,3.2375,No,0
15.45,0,7.725,3.8625,No,0
17.65,0,8.825,4.4125,No,0
23.1,0,11.55,5.775,No,0
14.5,1,7.75,4.375,No,0
11.7,0,5.85,2.925,No,0
10.15,0.4,5.275,2.8375,No,1
12.2,8,10.1,9.05,Yes,0
14.05,0,7.025,3.5125,No,0
17.4,0,8.7,4.35,No,0
18.6,0,9.3,4.65,No,0
12.3,0,6.15,3.075,No,1
10.75,0.8,5.775,3.2875,No,0
9.1,0,4.55,2.275,No,0
12.25,0,6.125,3.0625,No,0
12.9,0,6.45,3.225,No,0
15.25,0,7.625,3.8125,No,1
10.25,2,6.125,4.0625,Yes,0
10.95,0.2,5.575,2.8875,No,0
12.05,0,6.025,3.0125,No,0
9.2,0,4.6,2.3,No,0
13.15,0,6.575,3.2875,No,0
16.05,0,8.025,4.0125,No,0
17.55,0,8.775,4.3875,No,0
12.9,0,6.45,3.225,No,0
15.6,0,7.8,3.9,No,1
12.2,1.4,6.8,4.1,Yes,1
11.6,1.2,6.4,3.8,Yes,1
10.6,0.2,5.4,2.8,No,1
13.25,2,7.625,4.8125,Yes,1
13.9,3.2,8.55,5.875,Yes,1
14.55,1.2,7.875,4.5375,Yes,0
13.4,0.6,7,3.8,No,0
8.05,0.6,4.325,2.4625,No,0
12.6,0.2,6.4,3.3,No,0
14.6,8,11.3,9.65,Yes,0
13.1,0.2,6.65,3.425,No,0
10.15,0.4,5.275,2.8375,No,0
7.4,0.2,3.8,2,No,0
12.9,0,6.45,3.225,No,0
14.15,0,7.075,3.5375,No,0
13.75,0,6.875,3.4375,No,0
11.1,0.4,5.75,3.075,No,0
11.25,0,5.625,2.8125,No,0
10.7,1,5.85,3.425,No,1
6.6,1.6,4.1,2.85,Yes,0
5.35,0,2.675,1.3375,No,0
6.8,0.2,3.5,1.85,No,0
10.35,6.8,8.575,7.6875,Yes,0
12.15,0,6.075,3.0375,No,0
6.35,0,3.175,1.5875,No,0
10.9,0,5.45,2.725,No,0
12.5,0,6.25,3.125,No,0
11.05,0,5.525,2.7625,No,0
9.1,0.6,4.85,2.725,No,1
10.35,0,5.175,2.5875,No,1
12.2,2,7.1,4.55,Yes,0
7.9,0,3.95,1.975,No,0
5.85,0.2,3.025,1.6125,No,0
6.5,0,3.25,1.625,No,0
8.4,0,4.2,2.1,No,0
8.75,0.8,4.775,2.7875,No,0
10.05,1,5.525,3.2625,No,0
11.2,0.2,5.7,2.95,No,0
9,0,4.5,2.25,No,0
9.8,0,4.9,2.45,No,0
9.2,0,4.6,2.3,No,0
9.15,0,4.575,2.2875,No,1
10.1,1.4,5.75,3.575,Yes,0
4.5,0,2.25,1.125,No,0
10.75,0,5.375,2.6875,No,0
10.15,0.4,5.275,2.8375,No,0
7.45,0.2,3.825,2.0125,No,0
11.95,0.6,6.275,3.4375,No,0
12.05,0.2,6.125,3.1625,No,1
9.05,1.8,5.425,3.6125,Yes,1
8.55,3.8,6.175,4.9875,Yes,0
4.85,1.6,3.225,2.4125,Yes,0
6.45,0.2,3.325,1.7625,No,0
7.55,0.2,3.875,2.0375,No,0
5.5,0,2.75,1.375,No,0
8.85,0,4.425,2.2125,No,0
7.55,0,3.775,1.8875,No,0
9.9,2.8,6.35,4.575,Yes,1
8.1,4.4,6.25,5.325,Yes,0
7.55,0.2,3.875,2.0375,No,0
7.9,0.2,4.05,2.125,No,0
5.5,1.2,3.35,2.275,Yes,0
6.05,1,3.525,2.2625,No,1
8.6,1.4,5,3.2,Yes,0
9,0.4,4.7,2.55,No,0
6.35,0,3.175,1.5875,No,1
8.05,0.6,4.325,2.4625,No,0
9.75,0,4.875,2.4375,No,0
9.25,0.4,4.825,2.6125,No,0
11.25,0.2,5.725,2.9625,No,0
9.9,0.8,5.35,3.075,No,0
9.5,0.4,4.95,2.675,No,0
11.9,0.4,6.15,3.275,No,0
10.55,0,5.275,2.6375,No,0
5.15,0,2.575,1.2875,No,0
7.25,0,3.625,1.8125,No,0
14.75,0,7.375,3.6875,No,0
12.25,0.2,6.225,3.2125,No,0
9.5,0,4.75,2.375,No,0
11.05,0,5.525,2.7625,No,0
11.6,0,5.8,2.9,No,0
7.1,0,3.55,1.775,No,0
11.75,0,5.875,2.9375,No,1
9.05,3.2,6.125,4.6625,Yes,1
8,0.4,4.2,2.3,No,0
12.2,0,6.1,3.05,No,1
12.5,2,7.25,4.625,Yes,0
11.3,0.4,5.85,3.125,No,0
9.8,0,4.9,2.45,No,0
14,0.2,7.1,3.65,No,0
18.4,0,9.2,4.6,No,0
19.2,0,9.6,4.8,No,0
21.2,0,10.6,5.3,No,1
12.85,2.6,7.725,5.1625,Yes,0
10.85,0.2,5.525,2.8625,No,0
9.5,0.2,4.85,2.525,No,0
10.8,0,5.4,2.7,No,0
14,0,7,3.5,No,0
13.2,0,6.6,3.3,No,0
12,0,6,3,No,0
10.1,0,5.05,2.525,No,0
13.4,0,6.7,3.35,No,0
10.15,0,5.075,2.5375,No,0
14.1,0,7.05,3.525,No,0
23.25,0,11.625,5.8125,No,0
21.95,0,10.975,5.4875,No,0
23.5,0,11.75,5.875,No,0
23.7,0,11.85,5.925,No,0
12.9,0,6.45,3.225,No,0
14.75,0,7.375,3.6875,No,0
22.05,0,11.025,5.5125,No,0
22.7,0,11.35,5.675,No,0
18.7,0,9.35,4.675,No,0
14.45,0,7.225,3.6125,No,0
12.65,0,6.325,3.1625,No,0
16.8,0,8.4,4.2,No,0
20.45,0,10.225,5.1125,No,0
16.9,0,8.45,4.225,No,0
15.75,0,7.875,3.9375,No,0
21.85,0,10.925,5.4625,No,0
24,0,12,6,No,1
12.65,0.2,6.425,3.3125,No,0
23.2,0,11.6,5.8,No,0
15.45,0,7.725,3.8625,No,0
19.75,0,9.875,4.9375,No,0
20.65,0,10.325,5.1625,No,0
22.25,0,11.125,5.5625,No,0
18.25,0,9.125,4.5625,No,0
17.15,0,8.575,4.2875,No,0
17.2,0,8.6,4.3,No,0
16.05,0,8.025,4.0125,No,1
18.4,18.6,18.5,18.55,Yes,0
17.3,0.4,8.85,4.625,No,0
16.9,0,8.45,4.225,No,0
26.45,0,13.225,6.6125,No,0
18.9,0,9.45,4.725,No,0
16.35,0,8.175,4.0875,No,0
21.1,0,10.55,5.275,No,0
16.25,0,8.125,4.0625,No,0
15.05,0,7.525,3.7625,No,0
16,0,8,4,No,0
19.7,0,9.85,4.925,No,0
26.55,0,13.275,6.6375,No,0
19.05,0,9.525,4.7625,No,0
16.1,0,8.05,4.025,No,0
14.65,0,7.325,3.6625,No,0
18.8,0,9.4,4.7,No,0
17.85,0,8.925,4.4625,No,0
24.2,0,12.1,6.05,No,0
14.05,0,7.025,3.5125,No,0
15.55,0,7.775,3.8875,No,0
17.5,0,8.75,4.375,No,0
23.4,0,11.7,5.85,No,0
14.65,0,7.325,3.6625,No,0
24,0,12,6,No,0
28.9,0,14.45,7.225,No,0
30.65,0,15.325,7.6625,No,1
18.5,0,9.25,4.625,No,0
15.85,0,7.925,3.9625,No,0
14.8,0.2,7.5,3.85,No,0
20.45,0,10.225,5.1125,No,0
22.05,0,11.025,5.5125,No,0
28.05,0,14.025,7.0125,No,0
27.9,0,13.95,6.975,No,0
28.85,0,14.425,7.2125,No,0
31.7,0,15.85,7.925,No,0
27.3,0,13.65,6.825,No,0
21.8,0,10.9,5.45,No,0
17.65,4.2,10.925,7.5625,Yes,0
19,0,9.5,4.75,No,0
23.35,0,11.675,5.8375,No,0
29.15,0,14.575,7.2875,No,0
23.45,0,11.725,5.8625,No,1
23.2,5.6,14.4,10,Yes,0
23.35,0,11.675,5.8375,No,0
22.55,0,11.275,5.6375,No,0
21.25,0,10.625,5.3125,No,0
22.9,0,11.45,5.725,No,0
25.35,0,12.675,6.3375,No,0
25.55,0.8,13.175,6.9875,No,0
19.45,0,9.725,4.8625,No,0
18.9,0,9.45,4.725,No,0
25.45,0,12.725,6.3625,No,0
28.55,0,14.275,7.1375,No,0
27.7,0,13.85,6.925,No,1
27.3,0,13.65,6.825,No,1
23.9,24.4,24.15,24.275,Yes,1
21.1,4,12.55,8.275,Yes,0
20.2,0,10.1,5.05,No,0
21.75,0,10.875,5.4375,No,0
21.5,0,10.75,5.375,No,0
15.25,0,7.625,3.8125,No,0
17.3,0,8.65,4.325,No,1
20.7,13.2,16.95,15.075,Yes,0
21.05,0,10.525,5.2625,No,1
21.4,0,10.7,5.35,No,0
25.05,0,12.525,6.2625,No,0
24.05,0,12.025,6.0125,No,0
22.3,0,11.15,5.575,No,0
23.45,0,11.725,5.8625,No,0
22.7,0,11.35,5.675,No,0
23.85,0,11.925,5.9625,No,0
19.1,0,9.55,4.775,No,0
17.9,0,8.95,4.475,No,0
18.05,0,9.025,4.5125,No,0
21.65,0,10.825,5.4125,No,0
18.8,0,9.4,4.7,No,0
16.5,0,8.25,4.125,No,0
20.75,0,10.375,5.1875,No,0
25.9,0,12.95,6.475,No,0
31.8,0,15.9,7.95,No,0
25.8,0,12.9,6.45,No,0
23.6,0,11.8,5.9,No,0
20.85,0,10.425,5.2125,No,0
19.85,0,9.925,4.9625,No,0
19.55,0,9.775,4.8875,No,0
23.9,0,11.95,5.975,No,0
24.9,0,12.45,6.225,No,0
27.05,0,13.525,6.7625,No,0
26.65,0,13.325,6.6625,No,0
29.15,1.2,15.175,8.1875,Yes,0
27.1,1.8,14.45,8.125,Yes,1
23.9,8,15.95,11.975,Yes,0
23.2,0,11.6,5.8,No,0
21.5,0,10.75,5.375,No,0
26.8,0,13.4,6.7,No,1
14.2,0.4,7.3,3.85,No,0
14.5,0,7.25,3.625,No,0
17,0,8.5,4.25,No,0
19.6,0,9.8,4.9,No,0
21.55,0,10.775,5.3875,No,0
19.4,0,9.7,4.85,No,0
16.6,0,8.3,4.15,No,0
15.4,0,7.7,3.85,No,0
15.8,0,7.9,3.95,No,0
13.6,0,6.8,3.4,No,0
13.7,0,6.85,3.425,No,0
16,0,8,4,No,0
18.85,0,9.425,4.7125,No,0
20.8,0,10.4,5.2,No,1
16.5,2.4,9.45,5.925,Yes,0
12.35,0,6.175,3.0875,No,0
13.25,0,6.625,3.3125,No,0
14.6,0,7.3,3.65,No,0
17.25,0,8.625,4.3125,No,0
17.45,0,8.725,4.3625,No,0
15.4,0,7.7,3.85,No,0
14.1,0,7.05,3.525,No,0
15.95,0,7.975,3.9875,No,0
18.65,0,9.325,4.6625,No,0
13.85,0,6.925,3.4625,No,0
18.25,0,9.125,4.5625,No,0
22.45,0,11.225,5.6125,No,0
18.8,0,9.4,4.7,No,0
13.95,0.2,7.075,3.6375,No,0
13.35,0,6.675,3.3375,No,0
15.8,0,7.9,3.95,No,0
20.95,0,10.475,5.2375,No,0
17.3,1.4,9.35,5.375,Yes,1
20.05,2.6,11.325,6.9625,Yes,1
13.45,3.2,8.325,5.7625,Yes,0
13,0,6.5,3.25,No,0
15.6,0,7.8,3.9,No,0
12.05,0.4,6.225,3.3125,No,0
16.55,0,8.275,4.1375,No,0
17,0,8.5,4.25,No,1
16.15,10.2,13.175,11.6875,Yes,1
13.4,0,6.7,3.35,No,1
15.4,3.6,9.5,6.55,Yes,0
16.65,0.4,8.525,4.4625,No,0
15.3,0,7.65,3.825,No,0
15.45,0,7.725,3.8625,No,0
14.75,0,7.375,3.6875,No,0
14.25,0,7.125,3.5625,No,0
13.95,0.2,7.075,3.6375,No,0
17.7,0,8.85,4.425,No,1
12.6,5,8.8,6.9,Yes,0
11,0,5.5,2.75,No,1
9.55,0.4,4.975,2.6875,No,1
10.5,4,7.25,5.625,Yes,0
7.75,0,3.875,1.9375,No,0
9.35,0,4.675,2.3375,No,0
10.8,0,5.4,2.7,No,0
11.1,0,5.55,2.775,No,0
10.35,0,5.175,2.5875,No,0
10.8,0,5.4,2.7,No,0
9.8,0,4.9,2.45,No,0
10.95,0.6,5.775,3.1875,No,1
10.9,1.4,6.15,3.775,Yes,0
9.9,0.2,5.05,2.625,No,1
12.45,7,9.725,8.3625,Yes,0
9.05,2,5.525,3.7625,Yes,0
6.65,0,3.325,1.6625,No,0
9.6,0,4.8,2.4,No,0
9.45,0,4.725,2.3625,No,1
8.4,3.2,5.8,4.5,Yes,1
11.1,0.4,5.75,3.075,No,0
9.3,0,4.65,2.325,No,0
9.55,0.2,4.875,2.5375,No,1
11.05,5.2,8.125,6.6625,Yes,0
11,0.2,5.6,2.9,No,1
6.4,13,9.7,11.35,Yes,0
6.45,0,3.225,1.6125,No,0
8.1,0,4.05,2.025,No,0
9.05,0.2,4.625,2.4125,No,0
7.8,4.6,6.2,5.4,Yes,1
10.7,1.8,6.25,4.025,Yes,0
9.1,0,4.55,2.275,No,1
9.95,4.2,7.075,5.6375,Yes,0
10.65,0.2,5.425,2.8125,No,1
8.5,1.6,5.05,3.325,Yes,0
7,0,3.5,1.75,No,0
6.2,1,3.6,2.3,No,1
11.35,5.4,8.375,6.8875,Yes,0
8.25,0.2,4.225,2.2125,No,1
7,6.2,6.6,6.4,Yes,0
7.5,0.2,3.85,2.025,No,0
9.2,0.4,4.8,2.6,No,0
6.7,0,3.35,1.675,No,0
8.85,0.2,4.525,2.3625,No,0
11.35,0,5.675,2.8375,No,0
11.05,0.2,5.625,2.9125,No,1
12.25,2,7.125,4.5625,Yes,1
13.4,1.4,7.4,4.4,Yes,1
13.15,4.6,8.875,6.7375,Yes,1
8.2,7.2,7.7,7.45,Yes,0
7.25,0.2,3.725,1.9625,No,1
8.9,5.6,7.25,6.425,Yes,1
6.95,5.2,6.075,5.6375,Yes,1
10.55,0,5.275,2.6375,No,0
11.2,0,5.6,2.8,No,1
12.2,4.6,8.4,6.5,Yes,1
10.5,3.2,6.85,5.025,Yes,0
7.9,1,4.45,2.725,No,0
8.3,0.4,4.35,2.375,No,0
8.35,0,4.175,2.0875,No,0
9.4,0,4.7,2.35,No,0
12,0.2,6.1,3.15,No,1
9.4,2,5.7,3.85,Yes,1
7.65,2.4,5.025,3.7125,Yes,0
10.45,0,5.225,2.6125,No,0
10.3,0.4,5.35,2.875,No,0
11.15,0,5.575,2.7875,No,0
10.75,0.2,5.475,2.8375,No,0
12.5,0,6.25,3.125,No,0
12.75,0.2,6.475,3.3375,No,0
16.3,0.2,8.25,4.225,No,1
10.6,17.2,13.9,15.55,Yes,1
8.55,0.8,4.675,2.7375,No,0
7.2,0,3.6,1.8,No,0
7.85,0,3.925,1.9625,No,0
11.9,0,5.95,2.975,No,0
13.85,0.2,7.025,3.6125,No,1
12.25,0.8,6.525,3.6625,No,0
8.75,1.8,5.275,3.5375,Yes,0
12.65,0,6.325,3.1625,No,0
15.5,30.8,23.15,26.975,Yes,0
10,0.2,5.1,2.65,No,0
10.7,0.2,5.45,2.825,No,1
9.55,14.4,11.975,13.1875,Yes,1
9.85,0.2,5.025,2.6125,No,0
14.15,0,7.075,3.5375,No,0
8.65,0.2,4.425,2.3125,No,0
10.45,0.6,5.525,3.0625,No,0
9.1,0,4.55,2.275,No,0
11.55,0,5.775,2.8875,No,1
9.9,3.2,6.55,4.875,Yes,0
12.1,0,6.05,3.025,No,1
8.1,11,9.55,10.275,Yes,1
9.15,1.8,5.475,3.6375,Yes,1
12.35,8.4,10.375,9.3875,Yes,0
14.8,0,7.4,3.7,No,1
10.2,2.4,6.3,4.35,Yes,1
11.55,6.4,8.975,7.6875,Yes,1
11.2,3.2,7.2,5.2,Yes,0
12.05,0,6.025,3.0125,No,1
9.55,1.4,5.475,3.4375,Yes,0
11.55,0.4,5.975,3.1875,No,0
9.75,0.2,4.975,2.5875,No,0
13.9,0,6.95,3.475,No,0
11.1,4,7.55,5.775,Yes,1
9.7,2.8,6.25,4.525,Yes,0
16.65,0,8.325,4.1625,No,0
12.4,1,6.7,3.85,No,1
8.5,15.6,12.05,13.825,Yes,0
11.3,0,5.65,2.825,No,0
18.45,0,9.225,4.6125,No,0
17.1,0,8.55,4.275,No,0
17.25,0,8.625,4.3125,No,0
13.45,0,6.725,3.3625,No,0
17.1,0,8.55,4.275,No,0
14.1,0,7.05,3.525,No,0
15.55,0,7.775,3.8875,No,0
17.65,0,8.825,4.4125,No,0
12.3,0,6.15,3.075,No,0
13.85,0,6.925,3.4625,No,0
15.15,0,7.575,3.7875,No,0
17.5,8.2,12.85,10.525,Yes,0
12.3,1,6.65,3.825,No,1
13.8,1.4,7.6,4.5,Yes,0
13.8,0,6.9,3.45,No,0
16.8,0,8.4,4.2,No,0
23.05,0,11.525,5.7625,No,0
18.1,0,9.05,4.525,No,0
18.6,0,9.3,4.65,No,0
25.05,0,12.525,6.2625,No,0
29.75,0,14.875,7.4375,No,0
13.35,0,6.675,3.3375,No,0
15.25,0,7.625,3.8125,No,0
15.3,0,7.65,3.825,No,0
17.45,0,8.725,4.3625,No,0
17.35,0,8.675,4.3375,No,0
16.35,0,8.175,4.0875,No,0
18.25,0,9.125,4.5625,No,0
23.5,0,11.75,5.875,No,1
18.6,2,10.3,6.15,Yes,0
17.65,0,8.825,4.4125,No,0
18.55,0,9.275,4.6375,No,1
17.5,5.4,11.45,8.425,Yes,0
15.35,0,7.675,3.8375,No,0
28.65,0,14.325,7.1625,No,0
18.65,0,9.325,4.6625,No,0
15.5,0,7.75,3.875,No,0
16.35,0,8.175,4.0875,No,0
15,0,7.5,3.75,No,0
22.55,0,11.275,5.6375,No,1
25.9,0,12.95,6.475,No,0
25.35,0,12.675,6.3375,No,0
23.45,0,11.725,5.8625,No,0
26,0.4,13.2,6.8,No,1
28.3,11,19.65,15.325,Yes,0
24.85,0.2,12.525,6.3625,No,1
21,10.6,15.8,13.2,Yes,0
20.3,0,10.15,5.075,No,0
19.8,0,9.9,4.95,No,0
20,0,10,5,No,0
23.75,0,11.875,5.9375,No,0
28.2,0,14.1,7.05,No,0
29.4,0,14.7,7.35,No,0
31.1,0,15.55,7.775,No,0
27.5,0,13.75,6.875,No,0
21.75,0,10.875,5.4375,No,0
22.65,0.4,11.525,5.9625,No,0
20.25,0,10.125,5.0625,No,0
21.95,0,10.975,5.4875,No,0
22.7,0,11.35,5.675,No,1
18.35,0.2,9.275,4.7375,No,0
29,0,14.5,7.25,No,0
21.85,0,10.925,5.4625,No,0
19.35,17.4,18.375,17.8875,Yes,0
18.7,0,9.35,4.675,No,0
24.1,0,12.05,6.025,No,0
28.9,0,14.45,7.225,No,0
20.75,0.6,10.675,5.6375,No,0
18.8,0,9.4,4.7,No,0
19.2,0,9.6,4.8,No,0
20.65,0,10.325,5.1625,No,0
23.8,0,11.9,5.95,No,0
24.05,0,12.025,6.0125,No,0
16.35,0,8.175,4.0875,No,0
19.35,0,9.675,4.8375,No,0
19.65,0,9.825,4.9125,No,0
24.4,0.4,12.4,6.4,No,1
17,18.4,17.7,18.05,Yes,0
18.8,0.2,9.5,4.85,No,0
26.6,0,13.3,6.65,No,0
32.95,0,16.475,8.2375,No,0
29.75,0,14.875,7.4375,No,0
26.65,0,13.325,6.6625,No,0
17.95,0,8.975,4.4875,No,0
18.2,0.2,9.2,4.7,No,0
20.8,0,10.4,5.2,No,0
24.85,0,12.425,6.2125,No,0
21.75,0,10.875,5.4375,No,0
16.85,0,8.425,4.2125,No,0
15.3,0,7.65,3.825,No,0
14.65,0,7.325,3.6625,No,0
17.05,0,8.525,4.2625,No,0
25,0,12.5,6.25,No,0
20.5,0,10.25,5.125,No,0
17.7,0,8.85,4.425,No,0
19.25,0,9.625,4.8125,No,0
26.6,0,13.3,6.65,No,0
27.05,0,13.525,6.7625,No,0
26.4,0,13.2,6.6,No,0
24.15,0,12.075,6.0375,No,0
23.15,0,11.575,5.7875,No,0
23.2,0,11.6,5.8,No,0
21.15,0,10.575,5.2875,No,0
23.35,0,11.675,5.8375,No,0
24.95,0,12.475,6.2375,No,0
25.8,0,12.9,6.45,No,0
22.9,0,11.45,5.725,No,0
21.85,0,10.925,5.4625,No,0
26.6,0,13.3,6.65,No,0
21.2,0,10.6,5.3,No,0
16.75,0,8.375,4.1875,No,0
22.05,0,11.025,5.5125,No,0
25,0,12.5,6.25,No,0
24.85,0,12.425,6.2125,No,0
23.55,0,11.775,5.8875,No,1
20.95,11.4,16.175,13.7875,Yes,0
20.2,0,10.1,5.05,No,0
21.8,0,10.9,5.45,No,0
24.65,0,12.325,6.1625,No,0
21.65,0,10.825,5.4125,No,0
17.1,0.6,8.85,4.725,No,0
17.8,0,8.9,4.45,No,0
12.6,0.2,6.4,3.3,No,0
11.45,0.2,5.825,3.0125,No,0
12.65,0,6.325,3.1625,No,0
18.55,0,9.275,4.6375,No,0
21.2,0,10.6,5.3,No,0
22.75,0,11.375,5.6875,No,1
